Customer_ID,Geo_ID,Industry_ID,Product_ID,Cluster_Label,Account_Tier,Company_Size,Company_Age_Years,Employees,Legal_Entity_Type,HQ_vs_Billing,Tenure_Months,Contract_Type,Contract_Start_Date,Contract_End_Date,Renewal_Probability,CSM_Assigned,CSM_Name,Executive_Sponsor,Health_Score,Onboarding_Completed,QBR_Completed_Last_6M,Last_Training_Days_Ago,Licenses_Purchased,Daily_Active_Users,Feature_Adoption_Pct,API_Calls_Monthly,Mobile_Users_Pct,Sessions_Per_User_Day,Avg_Session_Minutes,Integrations_Count,Custom_Reports_Count,Automations_Active,Support_Tickets,Escalated_Tickets,CSAT_Score,NPS_Score,Subscription_Value_Local,Discount_Pct,ACV_Local,ACV_USD,Last_Invoice_Amount_USD,Lifetime_Revenue_USD,Add_On_Revenue_USD,Payment_Delay_Days,Price_Sensitivity,Competitor_Mentioned,Downsell_Requested,Renewal_Risk_Flag,Churn,Next_Quarter_Revenue_USD,Total_Transactions,Total_Revenue_USD,Avg_Revenue_USD,Total_Billed_USD,Total_AddOn_Revenue,Avg_Discount,Avg_Tax,Avg_Payment_Delay,Max_Payment_Delay,Avg_Daily_Active_Users,Avg_Monthly_Active_Users,Avg_Feature_Adoption,Avg_API_Calls,Avg_Licenses_Used,Avg_Licenses_Purchased,Avg_License_Utilization,Avg_Sessions,Avg_Session_Min,Avg_Mobile_Sessions,Avg_Integrations,Avg_Automations,Avg_Reports,Avg_Data_Records,Avg_Storage,Avg_Errors,Avg_Uptime,Total_Events,Avg_Resolution_Days,Avg_Score,At-Risk Alert,CSAT Survey,Certification Earned,Champion Change,Community Post,Escalation,Executive Business Review,NPS Survey,Onboarding Call,Product Feedback,QBR Meeting,Support Ticket,Training Session,Unknown,Webinar Attended, Chat  , Email  , In-App  , In-Person  , Phone  , Portal  , Video Call  ,Chat,Email,In-App,In-Person,Phone,Portal,Video Call,Critical,High,Low,Medium,Not Applicable_x,Closed-No-Action,Escalated,Not Applicable_y,Pending,Resolved,Workaround,Negative,Neutral,Positive,FollowUp_Count,SLA_Breach_Count,Manager_Escalation_Count
14417,47,22,3,At-Risk SMB,Platinum,Mid-Market (251-1000),5,21.0,LLC,Same as Billing,18,Annual,2022-11-18,2023-11-18,0.5,Yes,CSM-018,No,21,Yes,Yes,137,25,19,41.2,3777,22.8,2.2,2.0,3,2,3,10,3,2.7,29.0,9996,23.3,7666,8355,2385,11116,357,18,Low,No,Yes,Low,1,38,9,14477,1608.5555555555557,14483,6,18.87777777777778,15.666666666666666,18.0,18,17.666666666666668,26.166666666666668,38.861111111111114,3458.3333333333335,21.055555555555557,25.0,70.66666666666667,398.0,1.961111111111111,23.37777777777778,3.0,88.88888888888889,9.277777777777779,3514.722222222222,19.337777777777777,4.722222222222222,98.86888888888889,15,1.0666666666666667,0.5333333333333333,0,0,0,0,0,1,1,1,2,3,0,3,2,1,1,1,0,0,0,0,0,0,1,2,4,3,1,1,2,0,1,2,1,11,0,0,11,1,3,0,6,6,3,3,2,0
14011,52,11,31,High Revenue Loyal,Bronze,Enterprise (1000+),7,502.0,SAS,Different Country,51,Multi-Year,2024-03-07,2026-03-07,0.94,No,Unknown,Yes,93,Yes,Yes,31,187,138,88.6,54517,43.7,4.3,23.0,12,15,27,7,0,4.1,100.0,84751,4.1,81276,88590,23045,354076,87,0,Medium,No,No,Low,0,25137,12,237386,19782.166666666668,238401,1015,3.5833333333333335,11.833333333333334,0.0,0,173.75,288.94444444444446,98.8138888888889,69873.05555555556,182.47222222222223,187.0,90.09722222222223,4543.277777777777,22.216666666666665,43.74444444444444,12.0,771.6111111111111,74.83333333333333,6930.805555555556,34.58694444444445,4.944444444444445,98.96611111111112,13,2.1538461538461537,0.6076923076923078,0,2,0,0,0,1,0,0,0,1,2,4,2,0,1,0,0,0,0,0,0,0,1,2,1,1,4,3,1,0,1,1,3,8,1,0,8,1,3,0,4,2,7,4,1,1
13945,137,6,6,High Revenue Loyal,Silver,Enterprise (1000+),7,293.0,GmbH,Same as Billing,59,Annual,2022-08-10,2023-08-10,0.99,Yes,CSM-001,No,99,Yes,Yes,85,150,136,100.0,64273,42.2,4.6,22.0,12,18,32,4,0,3.9,32.0,92441,6.6,86339,56120,13681,291385,638,0,Medium,No,No,Low,0,15837,9,38963,4329.222222222223,38963,0,5.344444444444445,13.222222222222221,0.0,0,175.36111111111111,277.19444444444446,99.49166666666666,82016.08333333333,149.80555555555554,150.0,98.69999999999999,4380.611111111111,21.608333333333334,42.09444444444445,12.0,916.75,91.11111111111111,6009.416666666667,16.5975,4.666666666666667,98.99916666666667,10,0.1,5.7,0,0,0,0,1,0,0,2,0,2,1,1,1,1,1,0,0,0,0,0,1,0,2,2,3,0,2,0,0,0,0,1,0,9,0,0,9,0,1,0,4,2,4,4,1,0
11613,65,4,14,High-Growth Startup,Bronze,Mid-Market (251-1000),6,246.0,LLC,Same as Billing,3,Annual,2023-04-24,2024-04-23,0.67,Yes,CSM-033,No,66,Yes,Yes,100,68,95,79.5,41703,20.7,2.2,18.0,8,7,11,3,0,3.9,18.0,34513,16.5,28818,7204,1735,1800,2175,14,High,No,No,Low,0,2256,13,12358,950.6153846153846,12361,3,12.984615384615385,9.846153846153847,14.0,14,102.33333333333333,162.0,82.96666666666667,41923.333333333336,68.0,68.0,100.0,2708.3333333333335,18.133333333333336,21.733333333333334,8.0,294.3333333333333,45.0,2405.3333333333335,50.88999999999999,7.0,99.23333333333333,6,2.3333333333333335,0.0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,2,3,1,0,3,1,1,0,1,3,2,4,2,1
13195,150,12,18,High-Growth Startup,Silver,Enterprise (1000+),11,326.0,LLC,Same as Billing,3,Annual,2023-07-09,2024-07-08,0.8,Yes,CSM-026,Yes,81,Yes,Yes,251,117,113,49.4,36657,41.3,3.8,25.0,1,5,13,4,0,4.8,21.0,21500,12.4,18834,1,0,0,84,0,Low,No,No,Low,0,0,11,0,0.0,0,0,10.463636363636363,11.545454545454545,0.0,0,116.33333333333333,222.0,47.5,30294.333333333332,117.0,117.0,93.43333333333334,2517.0,28.433333333333334,39.13333333333333,1.0,368.3333333333333,26.666666666666668,5835.666666666667,29.176666666666666,4.0,98.83,13,0.0,0.0,0,0,1,1,3,1,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,1,3,1,0,4,1,0,0,1,1,11,0,0,11,0,2,0,2,5,6,4,0,0
10473,164,2,28,High Revenue Loyal,Gold,SMB (50-250),9,599.0,KK,Same as Billing,84,Annual,2023-05-13,2024-05-12,0.92,No,Unknown,Yes,70,Yes,No,25,167,135,75.1,45362,2.8,4.9,30.0,6,15,19,3,0,5.0,45.0,96961,0.0,96961,21331,4362,148416,1077,0,Low,No,No,Low,0,6065,12,100872,8406.0,101120,248,0.0,8.083333333333334,0.0,0,172.05555555555554,268.05555555555554,92.01666666666667,57578.416666666664,164.94444444444446,167.0,95.05555555555556,4249.333333333333,30.09444444444445,2.7750000000000004,6.0,561.7222222222222,74.25,6959.75,22.7925,4.333333333333333,98.98138888888889,7,0.7142857142857143,8.685714285714285,0,1,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,1,1,0,5,0,0,5,0,1,1,1,2,4,3,0,2
14732,44,11,16,Discount-Heavy Stable,Silver,SMB (50-250),11,191.0,Corp,Same as Billing,25,Multi-Year,2022-03-28,2024-03-27,0.66,Yes,CSM-017,Yes,80,Yes,No,38,62,92,62.5,10434,64.5,3.7,18.0,1,6,7,5,0,4.9,38.0,49061,29.5,34588,37700,8616,69994,514,11,High,No,No,Low,0,9638,13,202932,15610.153846153846,203281,349,24.584615384615386,12.692307692307692,11.0,11,97.76,153.88,65.888,10992.4,62.0,62.0,100.0,2462.48,17.96,62.244,1.0,214.72,29.0,5334.04,21.4164,5.2,99.124,9,0.2222222222222222,4.0,0,0,0,0,0,1,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,1,0,1,2,0,6,0,0,6,0,3,0,1,3,5,5,2,1
11581,138,6,10,Discount-Heavy Stable,Strategic,SMB (50-250),9,64.0,SAS,Same as Billing,29,Annual,2023-05-10,2024-05-09,0.63,No,Unknown,Yes,78,No,No,42,79,73,66.1,14278,53.4,0.5,20.0,0,12,11,4,1,3.4,-6.0,36357,32.2,24650,18241,4622,39481,644,19,High,No,Yes,Low,0,3653,17,38441,2261.235294117647,39004,563,27.564705882352943,9.352941176470589,19.0,19,79.17241379310344,123.13793103448276,71.08620689655173,15610.068965517241,78.51724137931035,79.0,96.27931034482758,2055.862068965517,20.25172413793103,52.08275862068966,0.0,339.2758620689655,60.86206896551724,7197.413793103448,28.741724137931033,4.310344827586207,99.10586206896552,9,0.0,0.36666666666666664,0,1,1,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,0,0,0,1,0,8,0,0,8,0,1,0,1,4,4,2,1,1
10970,134,20,9,High Revenue Loyal,Gold,Mid-Market (251-1000),10,878.0,LLC,Same as Billing,42,Annual,2022-10-14,2023-10-14,0.99,No,Unknown,Yes,82,Yes,Yes,1,186,164,97.0,61800,25.9,4.6,38.0,6,16,21,6,1,4.4,71.0,76482,9.1,69522,45189,9575,136946,5927,2,Low,No,No,Low,0,12185,10,18265,1826.5,18265,0,7.08,8.4,2.0,2,201.75,320.05555555555554,99.63888888888889,79294.30555555556,186.0,186.0,97.16111111111111,5238.861111111111,39.03888888888889,26.241666666666667,6.0,623.2222222222222,78.63888888888889,6873.472222222223,23.854166666666668,4.666666666666667,99.00111111111111,8,0.375,0.0,0,0,0,1,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,3,0,0,3,1,4,1,0,4,0,3,0,3,2,3,1,1,0
12225,114,8,11,Discount-Heavy Stable,Silver,Mid-Market (251-1000),4,179.0,Ltd,Different Country,18,Annual,2024-11-08,2025-11-08,0.73,Yes,CSM-041,No,54,No,No,11,83,49,30.6,18597,75.3,0.9,14.0,3,6,8,6,1,3.9,22.0,25206,29.7,17719,136,35,214,101,15,Medium,Yes,Yes,Medium,0,37,18,717,39.833333333333336,721,4,19.049999999999997,11.277777777777779,15.0,15,52.55555555555556,82.44444444444444,32.294444444444444,19628.666666666668,64.0,83.0,63.32777777777778,1273.111111111111,13.899999999999999,73.88888888888889,3.0,230.94444444444446,29.833333333333332,5325.611111111111,17.53944444444444,5.055555555555555,98.8288888888889,14,0.35714285714285715,2.642857142857143,0,1,0,0,0,2,0,1,0,3,3,3,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,1,2,0,0,5,0,9,0,0,9,0,5,0,0,3,11,5,0,0
13882,161,7,23,Discount-Heavy Stable,Platinum,Mid-Market (251-1000),13,100.0,GmbH,Same as Billing,39,Annual,2023-12-14,2024-12-13,0.7,Yes,CSM-018,Yes,51,Yes,No,55,89,28,19.7,14553,0.0,2.7,15.0,2,3,6,7,0,4.6,29.0,42521,19.5,34229,1,0,2,211,0,Medium,No,No,Low,0,0,11,0,0.0,0,0,15.390909090909092,8.181818181818182,0.0,0,30.083333333333332,46.94444444444444,21.105555555555554,16075.083333333334,36.75,89.0,33.80833333333333,746.4166666666666,14.730555555555554,0.9666666666666666,2.0,179.02777777777777,14.36111111111111,5523.194444444444,17.056944444444444,4.472222222222222,99.04638888888888,10,0.5,2.25,1,1,0,0,1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,2,1,0,0,0,3,7,0,1,8,0,1,0,3,3,4,3,1,0
14392,141,9,3,High-Growth Startup,Strategic,Enterprise (1000+),4,226.0,Ltd,Different Country,42,Annual,2022-11-26,2023-11-26,0.7,No,Unknown,No,82,No,Yes,13,170,90,65.4,49387,32.3,3.4,24.0,2,14,18,5,1,4.6,11.0,24055,17.8,19773,14,3,50,823,1,Medium,No,No,Low,0,4,9,36,4.0,36,0,15.222222222222221,9.555555555555555,1.0,1,128.11111111111111,202.69444444444446,88.93333333333334,70780.13888888889,148.19444444444446,170.0,75.35833333333333,3273.0,24.413888888888888,32.94166666666667,2.0,545.1666666666666,70.38888888888889,6207.722222222223,36.77055555555555,4.916666666666667,98.91361111111111,6,0.5,1.5,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,2,0,4,2,0,4,0,0,0,2,4,0,1,1,0
10752,43,6,7,At-Risk SMB,Silver,SMB (50-250),2,13.0,Pte Ltd,Same as Billing,35,Multi-Year,2022-08-06,2024-08-05,0.4,No,Unknown,Yes,45,Yes,No,6,17,35,38.6,5832,5.9,0.5,11.0,1,4,3,14,5,3.9,30.0,16294,7.9,15006,16356,4343,51444,106,2,High,No,No,Low,0,2608,8,30851,3856.375,31730,879,5.675,10.125,2.0,2,29.942857142857143,47.0,33.87714285714286,5092.542857142857,17.0,17.0,100.0,731.5428571428571,10.897142857142857,6.702857142857143,1.0,89.97142857142858,18.428571428571427,4536.828571428571,11.158285714285714,4.542857142857143,98.99885714285715,18,1.1111111111111112,0.33888888888888885,0,2,0,0,0,1,0,0,4,0,3,6,0,1,1,0,0,0,0,0,0,0,4,2,2,3,0,4,3,1,2,3,1,11,1,2,11,0,3,1,10,4,4,2,1,1
14412,37,17,26,High Revenue Loyal,Silver,Startup (<50),13,16105.0,llc,Different Country,50,Annual,2024-02-13,2025-02-12,0.97,Yes,CSM-048,No,90,Yes,Yes,44,192,196,51.4,58766,26.4,4.6,22.0,11,16,16,8,0,4.5,87.0,70018,8.0,64416,70213,19321,261200,472,1,Low,No,No,Low,0,20222,11,86493,7863.0,86784,291,6.318181818181818,9.181818181818182,1.0,1,249.41666666666666,389.8333333333333,64.39722222222223,72445.47222222222,192.0,192.0,99.69722222222222,6497.055555555556,22.194444444444443,26.608333333333334,11.0,479.69444444444446,79.19444444444444,7392.666666666667,23.135,4.861111111111111,99.01944444444445,6,2.0,0.0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,2,1,3,0,0,3,1,2,0,1,2,3,2,1,1
10735,10,16,2,High Revenue Loyal,Gold,Startup (<50),13,164.0,LLC,Same as Billing,52,Monthly,2022-09-08,2022-12-07,0.83,No,Unknown,No,86,Yes,Yes,45,234,161,74.5,51998,31.3,4.4,24.0,4,14,21,4,0,4.1,80.0,81421,3.1,78896,58383,17084,261417,889,3,Medium,No,No,Low,0,15583,11,67731,6157.363636363636,68483,752,2.3181818181818183,6.2727272727272725,3.0,3,200.72222222222223,331.19444444444446,91.76111111111112,67311.22222222222,223.88888888888889,234.0,84.65277777777777,4818.277777777777,23.330555555555556,30.494444444444444,4.0,583.4722222222222,70.27777777777777,6528.222222222223,30.31277777777778,5.722222222222222,99.13194444444444,13,0.07692307692307693,17.53846153846154,0,0,0,1,1,0,0,3,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,1,4,2,3,2,1,0,0,3,0,10,0,0,10,0,3,0,2,4,7,3,2,0
